application_id_enhancement_5_2_or_revision,application_date,name_of_developers,gna_st_ii_application_id,lta_application_id,voltage_level_kv,substation,state,region,nature_of_applicant,application_quantum_mw,cmets_gna_approved,cmets_gna_meeting_date,battery_injection_mw,installed_breakup_solar_mw,installed_breakup_wind_mw,type,date_for_additional_capacity,status_of_application,granted_quantum_mw,gna_operationalization_date,gna_operationalization_yes_no,installed_breakup_hybrid_mw,_partial_row,applied_start_date,ats_element_unique_code,dtl_element_unique_code,cts_element_unique_code,mode_criteria,_explicit_type_breakup,_capacity_headline_total
,20.03.2025,Renew Solar Power Private Limited,2200001865,,400.0,Bhadla-V,Rajasthan,NR,"Generating station, including REGS, without ESS",300.0,38.0,28.05.2025,,300.0,,Solar,,Granted,300.0,30.09.2031,No,,,30.04.2027,,"EL-94625, EL-A658A","EL-654AA, EL-A9814, EL-3CFCF, EL-2D90B, EL-5523F, EL-75882, EL-0BF7F, EL-65D44, EL-B4A45",LOA or PPA,True,300.0
,31.03.2025,Waaree Forever Energies Private Limited,2200001900,,,Bikaner-VI,Rajasthan,NR,"Generating station, including REGS, with ESS",250.0,38.0,28.05.2025,125.0,250.0,,Solar+BESS,,Granted,250.0,,,,,31.07.2031,,,"EL-654AA, EL-A9814, EL-3CFCF, EL-2D90B, EL-5523F, EL-75882, EL-0BF7F, EL-65D44, EL-B4A45",Land BG Route,True,250.0
,31.03.2025,Waaree Forever Energies Private Limited,2200001901,,220.0,Sanchore-I,Rajasthan,NR,"Generating station, including REGS, with ESS",300.0,38.0,28.05.2025,150.0,300.0,,Solar+BESS,,Granted,300.0,31.10.2031,No,,,31.10.2031,,"EL-6B418, EL-079D8","EL-AD038, EL-48EFF, EL-7E7E2, EL-05218, EL-25665, EL-C5217, EL-0FE43, EL-4B103, EL-F7B5C",Land BG Route,True,300.0
,31.03.2025,Waaree Forever Energies Private Limited,2200001903,,,Pali-I,Rajasthan,NR,"Generating station, including REGS, with ESS",300.0,38.0,28.05.2025,150.0,300.0,,Solar+BESS,,Applied,,,,,,31.03.2032,,,,Land BG Route,True,300.0
,31.03.2025,Waaree Forever Energies Private Limited,2200001904,,,Pali-I,Rajasthan,NR,"Generating station, including REGS, with ESS",300.0,38.0,28.05.2025,150.0,300.0,,Solar+BESS,,Applied,,,,,,30.09.2032,,,,Land BG Route,True,300.0
,31.03.2025,Adani Renewable Energy Holding Twelve Limited,2200001907,,400.0,Barmer-IV,Rajasthan,NR,"Generating station, including REGS, without ESS",520.0,38.0,28.05.2025,,520.0,,Solar,,Granted,520.0,31.12.2031,No,,,31.12.2026,,"EL-3D744, EL-9C614","EL-99F64, EL-C2F66, EL-B1EED, EL-099D8, EL-F11A2, EL-5523F, EL-1D2C6, EL-0BF7F, EL-4B103, EL-7448F",LOA or PPA,True,
,31.03.2025,Adani Renewable Energy Holding Twelve Limited,2200001908,,400.0,Barmer-IV,Rajasthan,NR,"Generating station, including REGS, without ESS through a lead generator",303.0,38.0,28.05.2025,,303.33,,Solar,,Granted,303.0,31.12.2031,No,,,31.12.2026,,"EL-3D744, EL-9C614","EL-99F64, EL-C2F66, EL-B1EED, EL-099D8, EL-F11A2, EL-5523F, EL-1D2C6, EL-0BF7F, EL-4B103, EL-7448F",LOA or PPA,True,
,29.04.2025,BBMB,2200001987,,132.0,Bhiwani (Bbmb),Haryana,NR,"Generating station, including REGS, without ESS",10.0,38.0,28.05.2025,,10.0,,Solar,,Granted,10.0,,,,,30.06.2025,,,,Land Route,True,10.0
,29.04.2025,BBMB,2200001993,,33.0,Hissar (Bbmb),Haryana,NR,"Generating station, including REGS, without ESS",1.5,38.0,28.05.2025,,1.5,,Solar,,Granted,1.5,,,,,30.06.2025,,,"EL-04AC2, EL-EBDC5, EL-0C837, EL-4EBF7, EL-533DB, EL-BE348, EL-ACF06, EL-91097, EL-45851, EL-84FCA, EL-351AC, EL-E38FB, EL-59FBE, EL-E8413, EL-061BF, EL-C89F0, EL-B952F, EL-A759C, EL-8A81E, EL-D728A, EL-55A86, EL-AF914, EL-FC5A4, EL-3DB08, EL-2414E, EL-E6D62, EL-A1CC6, EL-23566, EL-12F57, EL-3EC3F",Land Route,True,1.5
2200001677,21.01.2025,Juniper Green Stellar Private Limited,1200003827,412100009,,Fatehgarh-IV,Rajasthan,NR,Generator (Hybrid),150.0,38.0,28.05.2025,27.5,50.0,50.0,Hybrid,30.04.2026,Granted,150.0,30.04.2026,No,127.5,,,,,,,True,
2200001677,,Juniper Green Stellar Private Limited,1200003910,412100009,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001677,,Juniper Green Stellar Private Limited,1200003958,412100009,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001677,,Juniper Green Stellar Private Limited,312100010,412100009,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001677,,Juniper Green Stellar Private Limited,312100012,412100009,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001678,21.01.2025,Juniper Green Stellar Private Limited,1200003827,412100010,,Fatehgarh-IV,Rajasthan,NR,Generator (Hybrid),150.0,38.0,28.05.2025,27.5,50.0,20.0,Hybrid,30.04.2026,Granted,150.0,30.04.2026,No,,,,,,,,True,
2200001678,,Juniper Green Stellar Private Limited,1200003910,412100010,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001678,,Juniper Green Stellar Private Limited,1200003958,412100010,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001678,,Juniper Green Stellar Private Limited,312100010,412100010,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001678,,Juniper Green Stellar Private Limited,312100012,412100010,,Fatehgarh-IV,Rajasthan,NR,,,,,,,,,,Granted,,,,,True,,,,,,,
2200001828,09.03.2025,ABREL (RJ) Projects Limited,2200000140,,,Fatehgarh-III,Rajasthan,NR,Captive generating plant,260.0,38.0,28.05.2025,,260.0,52.7,Hybrid,22.08.2026,Granted,260.0,,,,,,,,,,True,
2200001843,13.03.2025,ACME Solar Holdings Limited,1200003683,,,Bikaner-II,Rajasthan,NR,"Generating station(s), including REGS(s), without ESS",300.0,38.0,28.05.2025,300.0,300.0,,Solar+BESS,31-03-2027,Applied,,,,,,,,,,,True,300.0
2200001851,18.03.2025,ACME Cleantech Solutions Private Limited,2200000008,,,Bikaner-III,Rajasthan,NR,"Generating station(s), including REGS(s), without ESS",300.0,38.0,28.05.2025,300.0,300.0,,Solar+BESS,31-03-2027,Withdrawn,,,,,,,,,,,True,300.0
,14.10.2024,Avaada Energy Private Limited,2200001352,,,Barmer-II,Rajasthan,NR,Generator,750.0,37.0,27.03.2025,,750.0,,Solar,,Granted,750.0,30.09.2030,No,,,31.03.2027,,EL-8229B,"EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",NHPC LOA,,
,29.10.2024,Sprng Green Energy 4 Private Limited,2200001417,,220.0,Bhadla-V,Rajasthan,NR,Generator,400.0,37.0,27.03.2025,,400.0,,Solar,,Granted,400.0,30.06.2031,No,,,30.06.2029,,EL-CB8FF,"EL-1A6F4, EL-2F7DB, EL-A9814, EL-4AEF9, EL-2D90B, EL-5523F, EL-75882, EL-0BF7F, EL-65D44",Land BG Route,,
,30.10.2024,Azure Power Fifty One Private Limited,2200001420,,400.0,Bhadla-V,Rajasthan,NR,Generator,600.0,37.0,27.03.2025,,600.0,,Solar,,Granted,600.0,,,,,31.12.2029,,,"EL-1A6F4, EL-2F7DB, EL-A9814, EL-4AEF9, EL-2D90B, EL-5523F, EL-75882, EL-0BF7F, EL-65D44",Land Route,,
,30.10.2024,Avaada Energy Private Limited,2200001422,,400.0,Barmer-III,Rajasthan,NR,Generator,800.0,37.0,27.03.2025,,,,Solar+BESS,,Granted,800.0,30.09.2030,No,,,30.06.2027,,EL-8229B,"EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",SJVN LOA,,
,04-11-2024,Pokhran Wind Energy Private Limited,2200001440,,220.0,Barmer-III,Rajasthan,NR,Generator,99.0,37.0,27.03.2025,,,99.0,Wind,,Granted,99.0,30.09.2030,No,,,31-01-2027,,,"EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land BG Route,,
,06-11-2024,Hexa Climate Solutions Private Limited,2200001441,,,Bikaner-I,Rajasthan,NR,Generator,50.0,37.0,27.03.2025,,50.0,,Solar,,Withdrawn,0.0,,,,,31-03-2026,,,,Land BG Route,,
,07-11-2024,Aditya Birla Renewables Limited,2200001446,,220.0,Barmer-III,Rajasthan,NR,Generator,50.0,37.0,27.03.2025,,,,Hybrid,,Granted,50.0,30.09.2030,No,50.0,,15-06-2027,,"EL-0D343, EL-4A753","EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land BG Route,,
,09-11-2024,TEQ Green Power XIII Private Limited,2200001449,,,Barmer-III,Rajasthan,NR,Generator,50.0,37.0,27.03.2025,,50.0,,Solar,,Withdrawn,0.0,,,,,30-11-2026,,,,REMCL LOA,,
,12-11-2024,Avaada Energy Private Limited,2200001464,,400.0,Bhadla-V,Rajasthan,NR,Generator,1000.0,37.0,27.03.2025,,1000.0,,Solar,,Granted,1000.0,30.06.2031,No,,,30-06-2027,,EL-B2D1F,"EL-1A6F4, EL-2F7DB, EL-A9814, EL-4AEF9, EL-2D90B, EL-5523F, EL-75882, EL-0BF7F, EL-65D44",NHPC LOA,,
,22-11-2024,Renew Solar Power Private Limited,2200001503,,400.0,Barmer-III,Rajasthan,NR,Generator,300.0,37.0,27.03.2025,,300.0,,Solar,,Granted,300.0,30.09.2030,No,,,31-01-2027,,EL-CB5D8,"EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",NTPC LOA,,
,28-11-2024,Tata Power Renewable Energy Limited,2200001523,,220.0,Ramgarh-II,Rajasthan,NR,Generator,300.0,37.0,27.03.2025,,,300.0,Wind,,Granted,300.0,31.03.2030,No,,,31-03-2027,,EL-95044,"EL-8D0F7, EL-02E09, EL-6ACC9, EL-30AD5, EL-FA27C, EL-C5217, EL-6EB09, EL-141F6, EL-A6B97",Land BG Route,,
,10-12-2024,Apraava Energy Private Limited,2200001557,,220.0,Barmer-III,Rajasthan,NR,Generator,300.0,37.0,27.03.2025,,300.0,,Solar,,Granted,300.0,30.09.2030,No,,,31-12-2027,,EL-0F451,"EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land BG Route,,
,28-12-2024,Unique Hytech Renewable Energy Private Limited,2200001622,,400.0,Barmer-III,Rajasthan,NR,Generator),1000.0,37.0,27.03.2025,,,,Hybrid,,Granted,1000.0,30.09.2030,No,1000.0,,31-07-2030,,"EL-0D343, EL-4A753","EL-DB975, EL-D0DE2, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land BG Route,,
,30.09.2024,TEQ Green Power IX Private Limited,2200001300,,,Barmer-I,Rajasthan,NR,Generator,208.5,36.0,15.01.2025,,208.5,,Solar,,Granted,208.5,30.09.2030,No,,,15.06.2027,,"EL-A5E2F, EL-06A29","EL-DB975, EL-B5AA8, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",LoA or PPA,,
,03.10.2024,Avaada Rjbikaner Private Limited,2200001326,,220.0,Bikaner-V,Rajasthan,NR,Generator,940.0,36.0,15.01.2025,,940.0,,Solar,,Granted,940.0,31.03.2030,No,,,31.12.2026,,EL-32645,"EL-33D77, EL-E354F, EL-85255, EL-26318, EL-83F06, EL-B8D32, EL-23675, EL-9893C, EL-745F8, EL-A346C, EL-E5FDE",Land Route,,
,04.10.2024,Avaada Rjsustainable Private Limited,2200001316,,400.0,Bhadla-IV,Rajasthan,NR,Generator,660.0,36.0,15.01.2025,,660.0,,Solar,,Granted,660.0,31.03.2030,No,,,31.12.2026,,EL-1AD83,"EL-06F96, EL-9267B, EL-26318, EL-69247, EL-38F14, EL-A4C5F, EL-F3CE8, EL-65D44",Land Route,,
,14.10.2024,Avaada Energy Private Limited,2200001353,,400.0,Bikaner-V,Rajasthan,NR,Generator,350.0,36.0,15.01.2025,,350.0,,Solar,,Granted,350.0,31.03.2030,No,,,31.03.2027,,EL-BE882,"EL-33D77, EL-E354F, EL-85255, EL-26318, EL-83F06, EL-B8D32, EL-23675, EL-9893C, EL-745F8, EL-A346C, EL-E5FDE",NHPC LOA,,
,14.10.2024,Avaada Energy Private Limited,2200001352,,,Barmer-II,Rajasthan,NR,Generator,750.0,36.0,15.01.2025,,750.0,,Solar,,Granted,750.0,,,,,31.03.2027,,,,NHPC LOA,,
,18.10.2024,Acme Gamma Urja Private Limited,2200001366,,220.0,Barmer-III,Rajasthan,NR,Generator,350.0,36.0,15.01.2025,,350.0,,Solar,,Granted,350.0,30.09.2030,No,,,31.12.2026,,EL-A6DAA,"EL-DB975, EL-B5AA8, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land Route,,
,22.10.2024,Junachay Wind Energy Private Limited,2200001382,,220.0,Barmer-III,Rajasthan,NR,Generator,100.0,36.0,15.01.2025,,,100.0,Wind,,Granted,100.0,30.09.2030,No,,,01.04.2027,,"EL-145D8, EL-BCB58","EL-8D0F7, EL-A6B97, EL-02E09, EL-6ACC9, EL-30AD5, EL-FA27C, EL-C5217, EL-6EB09, EL-141F6",Land BG Route,,
,22.10.2024,Dharvi Kalan Wind Energy Private Limited,2200001391,,220.0,Barmer-III,Rajasthan,NR,Generator,100.0,36.0,15.01.2025,,,100.0,Wind,,Granted,100.0,30.09.2030,No,,,01.04.2027,,EL-3DB34,"EL-8D0F7, EL-A6B97, EL-02E09, EL-6ACC9, EL-30AD5, EL-FA27C, EL-C5217, EL-6EB09, EL-141F6",Land BG Route,,
,22.10.2024,Dangri Wind Energy Private Limited,2200001390,,220.0,Barmer-III,Rajasthan,NR,Generator,100.0,36.0,15.01.2025,,,100.0,Wind,,Granted,100.0,30.09.2030,No,,,01.04.2027,,"EL-145D8, EL-BCB58","EL-8D0F7, EL-A6B97, EL-02E09, EL-6ACC9, EL-30AD5, EL-FA27C, EL-C5217, EL-6EB09, EL-141F6",Land BG Route,,
,23.10.2024,Rohat Solar Park Private Limited,2200001372,,220.0,Barmer-III,Rajasthan,NR,Renewable Power Park developer,350.0,36.0,15.01.2025,,350.0,,Solar,,Granted,350.0,30.09.2030,No,,,31.12.2027,,EL-1CC5F,"EL-DB975, EL-B5AA8, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land Route,,
,24.10.2024,Hexa Climate Solutions Private Limited,2200001396,,220.0,Fatehgarh-III,Rajasthan,NR,"Generating station, including REGS, with ESS",50.0,36.0,15.01.2025,,,,Solar+BESS,,Granted,50.0,31.03.2027,No,,,31.10.2026,,"EL-6F9F6, EL-9EA33","EL-AB6F6, EL-04FBF, EL-E0593, EL-F7E56, EL-16E88, EL-58D2D, EL-9822D, EL-9770C, EL-DC188, EL-18929, EL-09B1D, EL-5EDC4, EL-A6F76, EL-A83CD, EL-417DD, EL-32FE8, EL-A495D, EL-74937, EL-84603, EL-06311, EL-7D000, EL-89109, EL-D7C90, EL-A7856, EL-20610, EL-9F569, EL-4B418, EL-FD36A, EL-6F66E, EL-8A11A, EL-F1096",Land BG Route,,
,24.10.2024,Enren-IV Energy Private Limited,2200001398,,220.0,Barmer-III,Rajasthan,NR,Generator,300.0,36.0,15.01.2025,,300.0,,Solar,,Granted,300.0,30.09.2030,No,,,30.08.2027,,EL-BF27C,"EL-DB975, EL-B5AA8, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land BG Route,,
,25.10.2024,Aright Foods And Energy Private Limited,2200001404,,400.0,Bhadla-IV,Rajasthan,NR,Renewable Power Park developer,2000.0,36.0,15.01.2025,,2000.0,,Solar,,Granted,2000.0,31.03.2030,No,,,30.09.2027,,EL-E4838,"EL-06F96, EL-9267B, EL-26318, EL-69247, EL-38F14, EL-A4C5F, EL-F3CE8, EL-65D44",Land Route,,
,26.10.2024,Unique Hytech Renewable Energy Private Limited,2200001407,,220.0,Barmer-III,Rajasthan,NR,Generator,150.0,36.0,15.01.2025,,,150.0,Wind,,Granted,150.0,30.09.2030,No,,,31.10.2029,,"EL-A5E2F, EL-06A29","EL-DB975, EL-B5AA8, EL-9AAB9, EL-97D7E, EL-C5217, EL-CFCC2, EL-141F6",Land Route,,
,29.10.2024,Sprng Green Energy 4 Private Limited,2200001417,,,Bhadla-IV,Rajasthan,NR,Generator,400.0,36.0,15.01.2025,,400.0,,Solar,,Applied,,,,,,30.06.2029,,,,Land BG Route,,
,30.10.2024,Azure Power Fifty One Private Limited,2200001420,,,Bhadla-IV,Rajasthan,NR,Generator,600.0,36.0,15.01.2025,,600.0,,Solar,,Applied,,,,,,31.12.2029,,,,Land Route,,
,30.10.2024,Avaada Energy Private Limited,2200001422,,,Barmer-II,Rajasthan,NR,"Generating station, including REGS, with ESS",800.0,36.0,15.01.2025,,,,Solar+BESS,,Granted,800.0,,,,,30.06.2027,,,,SJVN LOA,,
2200001376,18.10.2024,Acme Solar Holdings Limited,1200001602,,,Fatehgarh-I,Rajasthan,NR,Standalone ESS,300.0,36.0,15.01.2025,300.0,,,BESS,31.12.2026,Granted,300.0,,,,,,,,,,True,
2200001377,18.10.2024,Acme Solar Holdings Limited,1200001603,,,Fatehgarh-I,Rajasthan,NR,Standalone ESS,300.0,36.0,15.01.2025,300.0,,,BESS,31.12.2026,Granted,300.0,,,,,,,,,,True,
2200001378,18.10.2024,Acme Solar Holdings Limited,1200001643,,,Fatehgarh-I,Rajasthan,NR,Standalone ESS,300.0,36.0,15.01.2025,300.0,,,BESS,31.12.2026,Granted,300.0,,,,,,,,,,True,
2200001379,18.10.2024,Acme Solar Holdings Limited,1200001642,,,Fatehgarh-I,Rajasthan,NR,Standalone ESS,300.0,36.0,15.01.2025,300.0,,,BESS,31.12.2026,Granted,300.0,,,,,,,,,,True,
2200001385,21.10.2024,Acme Heergarh Powertech Pvt. Limited,1200002471,,220.0,Bhadla-II,Rajasthan,NR,Standalone ESS,300.0,36.0,15.01.2025,300.0,300.0,,Solar+BESS,30.06.2026,Applied,,,,,,,,,,,True,
