0,1,2,3,4,5,6,7,8,9
596,2200001349,SATPURA RENEWABLE PRIVATE LIMITED,WR,Solar,349,349,Jamnagar S/s,Gujarat,01-01-28
597,2200000508,ADANI RENEWABLE ENERGY FIFTY ONE LIMITED,SR,Pump Storage,1250,1250,Kurnool-III PS,Andhra Pradesh 01-01-28,
598,2200000177,THE TATA POWER COMPANY LIMITED,WR,Pump Storage,1150,1150,South Kalamb,Maharashtra,01-01-28
599,2200001048,RENEW SOLAR POWER PRIVATE LIMITED,WR,Solar,200,200,Raghanesda PS,Gujarat,31-01-28
600,2200000372,RENEW VIKRAM SHAKTI PRIVATE LIMITED,SR,Hybrid (RHGS),"160 (Solar:40 
MW, Wind:",160,Anantapur PS,Andhra Pradesh 29-02-28,
601,2200000583,RENEW VIKRAM SHAKTI PRIVATE LIMITED,SR,Wind,140,140,Anantapur PS,Andhra Pradesh 29-02-28,
602,2200000989,RENEW SOLAR POWER PRIVATE LIMITED,WR,Solar,100,100,Raghanesda PS,Gujarat,29-02-28
603,2200000992,RENEW SOLAR POWER PRIVATE LIMITED,WR,Solar,100,100,Raghanesda PS,Gujarat,29-02-28
604,2200001431,TEQ GREEN POWER XXII PRIVATE LIMITED,WR,Hybrid (RHGS),250,250,"Mandsaur PS 
(Sec-III)","Madhya 
Pradesh",30-03-28
605,2200001294,HERO SOLAR ENERGY PRIVATE LIMITED,SR,Hybrid (RHGS),272.8,270,Anantapur-II PS,Andhra Pradesh 31-03-28,
606,2200001303,NTPC RENEWABLE ENERGY LIMITED,SR,Solar,300,300,Anantapur-II PS,Andhra Pradesh 31-03-28,
607,2200001304,NTPC RENEWABLE ENERGY LIMITED,SR,Solar,300,300,Anantapur-II PS,Andhra Pradesh 31-03-28,
608,2200001318,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,300,300,Anantapur-II PS,Andhra Pradesh 31-03-28,
609,2200001319,NTPC RENEWABLE ENERGY LIMITED,SR,Solar,300,300,Anantapur-II PS,Andhra Pradesh 31-03-28,
610,2200001341,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,300,300,Anantapur-II PS,Andhra Pradesh 31-03-28,
611,2200001416,HERO SOLAR ENERGY PRIVATE LIMITED,SR,Hybrid (RHGS),281.8,270,Anantapur-II PS,Andhra Pradesh 31-03-28,
612,2200001364,ESSAR RENEWABLES LIMITED,SR,Solar,300,300,Kurnool-IV PS,Andhra Pradesh 31-03-28,
#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!,#REF!
613,2200001362,NTPC RENEWABLE ENERGY LIMITED,SR,Solar,300,300,Kurnool-IV PS,Andhra Pradesh 31-03-28,
614,2200001363,NTPC RENEWABLE ENERGY LIMITED,SR,Solar,600,600,Kurnool-IV PS,Andhra Pradesh 31-03-28,
615,2200001383,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,300,300,Kurnool-IV PS,Andhra Pradesh 31-03-28,
616,2200001384,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,300,300,Kurnool-IV PS,Andhra Pradesh 31-03-28,
617,2200001018,SUNSURE SOLARPARK RJ ONE PRIVATE LIMITED,WR,Solar,350,350,Raghanesda PS,Gujarat,31-03-28
618,2200000743,IZHMA SOLAR PRIVATE LIMITED,NR,Solar,200,200,Sirohi,Rajasthan,31-03-28
619,2200001017,SUNSURE SOLARPARK RJ ONE PRIVATE LIMITED,SR,Solar,300,300,Tumkur-II PS,Karnataka,31-03-28
