0,1,2,3,4,5,6,7,8,9
505,2200000881,PURVAH GREEN POWER PRIVATE LIMITED,SR,Wind,339.9,339,Anantapur-II PS,Andhra Pradesh 01-04-27,
506,2200000734,INDOSOL SOLAR PRIVATE LIMITED,SR,Solar,900,900,Kurnool-III PS,Andhra Pradesh 01-04-27,
507,2200000736,INDOSOL SOLAR PRIVATE LIMITED,SR,Solar,900,900,Kurnool-III PS,Andhra Pradesh 01-04-27,
508,2200000758,"VAYUNA RENEWABLES INDIA PROJECT PRIVATE 
LIMITED",NR,Solar,300,300,Sirohi,Rajasthan,01-04-27
509,2200000586,SUNSURE SOLARPARK RJ ONE PRIVATE LIMITED,SR,Wind,252,252,Bijapur PS,Karnataka,30-04-27
510,2200000752,ASNEN SOLAR PRIVATE LIMITED,WR,Solar,200,200,"Mandsaur PS 
(Sec-I)","Madhya 
Pradesh",31-05-27
511,2200000812,"Sembcorp Green Infra Pvt. Ltd.
(erstwhile Green Infra Wind Energy Private Limited)",NR,Solar,300,300,Merta-II,Rajasthan,31-05-27
512,2200000813,GREEN INFRA WIND ENERGY PRIVATE LIMITED,NR,Solar,300,300,Merta-II,Rajasthan,31-05-27
513,2200000524,GREENKO UP01 IREP PRIVATE LIMITED,NR,Pump Storage,672,672,Robertsganj,UP,31-05-27
514,2200000525,GREENKO UP01 IREP PRIVATE LIMITED,NR,Pump Storage,672,672,Robertsganj,UP,31-05-27
515,2200000526,GREENKO UP01 IREP PRIVATE LIMITED,NR,Pump Storage,672,672,Robertsganj,UP,31-05-27
516,2200000999,ORION HYBREN PRIVATE LIMITED,SR,Hybrid (RHGS),300,300,Tumkur-II PS,Karnataka,31-05-27
517,2200000410,GREEN INFRA RENEWABLE PROJECTS LIMITED,NR,Solar,600,600,Barmer-I,Rajasthan,01-06-27
518,2200000437,GREEN INFRA CLEAN WIND LIMITED,NR,Solar,300,300,Bhadla-II,Rajasthan,01-06-27
519,2200001001,PULSE HYBREN PRIVATE LIMITED,SR,Solar,300,300,Bidar PS,Karnataka,01-06-27
520,2200000435,GREEN INFRA RENEWABLE PROJECTS LIMITED,SR,Wind,300,300,Gadag-II PS,Karnataka,02-06-27
521,2200001356,JSP GREEN PRIVATE LIMITED,WR,Wind,350,350,"Mandsaur PS 
(Sec-III)","Madhya 
Pradesh",15-06-27
522,2200000780,RENEW SOLAR POWER PRIVATE LIMITED,SR,Wind,400,400,Anantapur-II PS,Andhra Pradesh 30-06-27,
523,2200001000,ORION HYBREN PRIVATE LIMITED,SR,Hybrid (RHGS),300,300,Anantapur-II PS,Andhra Pradesh 30-06-27,
524,2200000560,SPRNG POWERINFRA PRIVATE LIMITED,SR,Wind,200,200,Bidar PS,Karnataka,30-06-27
525,2200001150,AVAADA ENERGY PRIVATE LIMITED,WR,Wind,200,200,Dhule PS (Sec-I),Maharashtra,30-06-27
526,1200003719,Sprng Pavana Urja Private Limited,NR,Solar,50,50,"Fatehgarh-IV (Sec-
II)",Rajasthan,30-06-27
527,2200000018,SPRNG PAVANA URJA PRIVATE LIMITED,NR,Solar,100,100,"Fatehgarh-IV (Sec-
II)",Rajasthan,30-06-27
528,2200000253,JUNIPER GREEN ENERGY PRIVATE LIMITED,WR,Wind,100,100,"Jam Khambhaliya 
PS",Gujarat,30-06-27
529,2200000376,JUNIPER GREEN ENERGY PRIVATE LIMITED,WR,Wind,300,300,Lakadiya PS,Gujarat,30-06-27
530,2200001280,NTPC RENEWABLE ENERGY LIMITED,WR,Solar,300,300,"Mandsaur PS 
(Sec-II)","Madhya 
Pradesh",30-06-27
531,2200001279,NTPC RENEWABLE ENERGY LIMITED,WR,Solar,300,300,"Mandsaur PS 
(Sec-II)","Madhya 
Pradesh",30-06-27
532,2200001325,AVAADA ENERGY PRIVATE LIMITED,WR,Solar,47,47,"Pachora PS (Sec-
III)","Madhya 
Pradesh",30-06-27
533,2200000460,SPRNG ENERGY PRIVATE LIMITED,WR,Solar,150,150,Radhanesda PS,Gujarat,30-06-27
534,2200000546,SPRNG VAYU VIDYUT PRIVATE LIMITED,WR,Solar,50,50,Radhanesda PS,Gujarat,30-06-27
535,2200001014,JSW NEO ENERGY LIMITED,WR,Solar,200,200,Raghanesda PS,Gujarat,30-06-27
536,2200001020,JSW NEO ENERGY LIMITED,WR,Solar,200,200,Raghanesda PS,Gujarat,30-06-27
537,2200001064,ACME SOLAR HOLDINGS LIMITED,WR,Solar,400,400,Raghanesda PS,Gujarat,30-06-27
538,2200000340,SPRNG VAYU VIDYUT PRIVATE LIMITED,WR,Wind,82,82,Rajgarh SS,"Madhya 
Pradesh",30-06-27
539,2200000779,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,300,300,Sirohi,Rajasthan,30-06-27
540,2200001002,QUEST HYBREN PRIVATE LIMITED,SR,Solar,300,300,Bidar PS,Karnataka,01-07-27
541,2200000685,GREENKO RJ01 IREP PRIVATE LIMITED,WR,Pump Storage,880,880,Morena PS,"Madhya 
Pradesh",31-07-27
542,2200000842,PURVAH GREEN POWER PRIVATE LIMITED,NR,Solar,300,300,Merta-II,Rajasthan,01-09-27
543,2200000825,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,76,76,Bellary PS,Karnataka,22-09-27
544,2200001103,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,55,55,Bellary PS,Karnataka,22-09-27
545,2200001102,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,345,345,Bellary PS,Karnataka,22-09-27
546,2200001113,"GENTARI RENEWABLES INDIA UTILITIES 2 PRIVATE
LIMITED",SR,Solar,400,400,Bellary PS,Karnataka,22-09-27
547,2200001114,"GENTARI RENEWABLES INDIA UTILITIES 2 PRIVATE
LIMITED",SR,Wind,132,132,Bellary PS,Karnataka,22-09-27
548,2200001140,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,SR,Solar,300,300,Bellary PS,Karnataka,22-09-27
