0,1,2,3,4,5,6,7,8,9
239,2200000502,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,WR,Solar,400,400,"Pachora PS (Sec-
II)","Madhya 
Pradesh",30-04-26
240,2200000594,GRT JEWELLERS (INDIA) PRIVATE LIMITED,SR,Solar,150,150,Tuticorin-II PS,Tamil Nadu,04-05-26
241,2200000310,TEQ GREEN POWER XVIII PRIVATE LIMITED,SR,Wind,250,200,Pavagada PS,Karnataka,22-05-26
242,2200000339,"KARNATAKA SOLAR POWER DEVELOPMENT
CORPORATION LIMITED",SR,Solar,300,300,Pavagada PS,Karnataka,22-05-26
243,2200000069,ACME CLEANTECH SOLUTIONS PRIVATE LIMITED,SR,Wind,400,400,Anantapur PS,Andhra Pradesh 31-05-26,
244,2200000754,SKADAR SOLAR PRIVATE LIMITED,WR,Solar,200,200,"Solapur PS (400 
Sec-I)",Maharashtra,31-05-26
245,2200000274,ABC CT RE PARK (02) PRIVATE LIMITED,SR,Wind,250,250,Anantapur PS,Andhra Pradesh 30-06-26,
246,2200000276,ABC CT RE PARK (01) PRIVATE LIMITED,SR,Wind,250,250,Anantapur PS,Andhra Pradesh 30-06-26,
247,1200003848,ReNew Solar (Shakti Six) Private Limited,NR,Solar,550,550,Bhadla-III,Rajasthan,30-06-26
248,312100004 (Enh.),ReNew Solar (Shakti Six) Private Limited,NR,Solar,450,450,Bhadla-III,Rajasthan,30-06-26
249,"St-II: 312100010 (45 MW) (5 out of 45 
MW), 312100012 (60 MW) LTA: 
0412100011(65 MW)",Juniper Green Steller Pvt. Ltd.,NR,Solar,65,65,"Fatehgarh-IV (Sec-
I)",Rajasthan,30-06-26
250,2200000209,JUNIPER GREEN ENERGY PRIVATE LIMITED,WR,Wind,200,200,"Jam Khambhaliya 
PS",Gujarat,30-06-26
251,1200002678,Adani Renewable Energy Holding Four Ltd. (AREH4L),WR,Solar,1083,1083,KPS-1 (Sec-I),Gujarat,30-06-26
252,1200002679,Adani Renewable Energy Holding Four Ltd. (AREH4L),WR,Solar,1000,1000,KPS-1 (Sec-I),Gujarat,30-06-26
253,1670426092248,Adani Green Energy Ltd.,WR,Hybrid (RHGS),1050,1050,KPS-1 (Sec-I),Gujarat,30-06-26
254,"SW6949744157-M029_D001_A002-
1670426695890
Connectivity: 1670426695890","Adani Green Energy Limited
Connectivity: 1670426695890;
LTA: 1670929494955 (250MW);",WR,Wind,250,250,KPS-1 (Sec-II),Gujarat,30-06-26
255,0230700011,Sarjan Realities Pvt. Ltd. (SRPL),WR,Hybrid (RHGS),1150,1150,KPS-1 (Sec-II),Gujarat,30-06-26
256,0230700012,Sarjan Realities Pvt. Ltd. (SRPL),WR,Hybrid (RHGS),1332,1250,KPS-3 (Sec-I),Gujarat,30-06-26
257,2200000383,HERO SOLAR ENERGY PRIVATE LIMITED,SR,Hybrid (RHGS),"Solar: 150MW
Wind: 150MW
BESS: 30MWh",270,Kurnool-III PS,Andhra Pradesh 30-06-26,
258,2200000610,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,WR,Hybrid (RHGS),"480
(240 MW: 
Wind 240 
MW: Solar)",200,Lakadiya PS,Gujarat,30-06-26
259,2200000747,TATA POWER RENEWABLE ENERGY LIMITED,WR,Wind,180,180,Parli (New),Maharashtra,30-06-26
260,2200000247,SPRNG POWER EARTH PRIVATE LIMITED,WR,Solar,250,250,Radhanesda PS,Gujarat,30-06-26
261,2200000795,SOLARCRAFT POWER INDIA 20 PRIVATE LIMITED,WR,Hybrid (RHGS),97.31,50,"Solapur PS (400 
Sec-I)",Maharashtra,30-06-26
262,2200001028,SOLARCRAFT POWER INDIA 20 PRIVATE LIMITED,WR,Hybrid (RHGS),84.75,15,"Solapur PS (400 
Sec-I)",Maharashtra,30-06-26
263,2200000158,ADANI RENEWABLE ENERGY FORTY TWO LIMITED,SR,Pump Storage,600,600,Kurnool-III PS,Andhra Pradesh 01-07-26,
264,0230700014,Sarjan Realities Pvt. Ltd. (SRPL),WR,Hybrid (RHGS),1100,1100,KPS-3 (Sec-I),Gujarat,31-07-26
265,2200000324,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,WR,Hybrid (RHGS),"550 (Wind 
250MW+Solar 
300MW)",350,Lakadiya PS,Gujarat,14-08-26
