0,1,2,3,4,5,6,7,8,9
799,2200000860,ENREN-III ENERGY PRIVATE LIMITED,NR,Solar,300,300,Merta-III,Rajasthan,31-03-31
800,2200001089,TEQ GREEN POWER XV PRIVATE LIMITED,NR,Solar,300,300,Pali,Rajasthan,31-03-31
801,2200001100,DIYOS THREE RENEWABLES PRIVATE LIMITED,NR,Solar,300,300,Pali,Rajasthan,01-04-31
802,2200001417,SPRNG GREEN ENERGY 4 PRIVATE LIMITED,NR,Solar,400,400,Bhadla-V,Rajasthan,30-06-31
803,2200001464,AVAADA ENERGY PRIVATE LIMITED,NR,Solar,1000,1000,Bhadla-V,Rajasthan,30-06-31
804,2200001866,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,300,300,Pali,Rajasthan,30-06-31
805,2200001810,GODAVARI GREEN ENERGY PRIVATE LIMITED,NR,Solar,250,0,Sanchore,Rajasthan,30-06-31
806,2200001420,AZURE POWER FIFTY ONE PRIVATE LIMITED,NR,Solar,600,600,Bhadla-V,Rajasthan,30-09-31
807,2200001642,TORRENT GREEN ENERGY PRIVATE LIMITED,NR,Solar,1000,1000,Bhadla-V,Rajasthan,30-09-31
808,2200001700,HEXA CLIMATE SOLUTIONS PRIVATE LIMITED,NR,Solar,300,300,Bhadla-V,Rajasthan,30-09-31
809,2200001781,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,200,200,Bhadla-V,Rajasthan,30-09-31
810,2200001864,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,300,300,Bhadla-V,Rajasthan,30-09-31
811,2200001865,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,300,300,Bhadla-V,Rajasthan,30-09-31
812,2200001827,VISMAYA FOUR RENEWABLES PRIVATE LIMITED,NR,Solar,300,300,Bhadla-V,Rajasthan,01-10-31
813,2200001901,WAAREE FOREVER ENERGIES PRIVATE LIMITED,NR,Solar,300,300,Sanchore,Rajasthan,31-10-31
