0,1,2,3,4,5,6,7,8,9
713,2200001261,PURVAH GREEN POWER PRIVATE LIMITED,NR,Solar,300,300,Bikaner-V,Rajasthan,31-03-30
714,2200001262,PURVAH GREEN POWER PRIVATE LIMITED,NR,Solar,300,300,Bikaner-V,Rajasthan,31-03-30
715,2200001254,AVAADA SURYAENERGY PRIVATE LIMITED,NR,Solar,560,560,Bikaner-V,Rajasthan,31-03-30
716,2200001353,AVAADA ENERGY PRIVATE LIMITED,NR,Solar,350,350,Bikaner-V,Rajasthan,31-03-30
717,2200001326,AVAADA RJBIKANER PRIVATE LIMITED,NR,Solar,354,354,Bikaner-V,Rajasthan,31-03-30
718,2200000661,"ADANI RENEWABLE ENERGY HOLDING FOUR
LIMITED",NR,Solar,250,250,Ramgarh,Rajasthan,31-03-30
719,2200000662,"ADANI RENEWABLE ENERGY HOLDING FOUR
LIMITED",NR,Solar,284,284,Ramgarh,Rajasthan,31-03-30
720,2200000672,TATA POWER RENEWABLE ENERGY LIMITED,NR,Solar,600,600,Ramgarh,Rajasthan,31-03-30
721,2200000600,"ADANI RENEWABLE ENERGY PARK RAJASTHAN
LIMITED",NR,Solar,1000,1000,Ramgarh-II,Rajasthan,31-03-30
722,2200000601,"ADANI RENEWABLE ENERGY PARK RAJASTHAN
LIMITED",NR,Solar,1000,1000,Ramgarh-II,Rajasthan,31-03-30
723,2200000689,JSW NEO ENERGY LIMITED,NR,Solar,700,700,Ramgarh-II,Rajasthan,31-03-30
724,2200000777,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,400,400,Ramgarh-II,Rajasthan,31-03-30
725,2200000782,RJS RENEWABLES PRIVATE LIMITED,NR,Wind,150,150,Ramgarh-II,Rajasthan,31-03-30
726,2200001198,SHN GREEN POWER PRIVATE LIMITED,NR,Wind,297,297,Ramgarh-II,Rajasthan,31-03-30
727,2200001382,JUNACHAY WIND ENERGY PRIVATE LIMITED,NR,Wind,100,100,Ramgarh-II,Rajasthan,31-03-30
728,2200001391,DHARVI KALAN WIND ENERGY PRIVATE LIMITED,NR,Wind,100,100,Ramgarh-II,Rajasthan,31-03-30
729,2200001390,DANGRI WIND ENERGY PRIVATE LIMITED,NR,Wind,100,100,Ramgarh-II,Rajasthan,31-03-30
730,2200001523,TATA POWER RENEWABLE ENERGY LIMITED,NR,Wind,300,300,Ramgarh-II,Rajasthan,31-03-30
731,2200000910,VISMAYA FOUR RENEWABLES PRIVATE LIMITED,NR,Solar,250,250,Bhadla-IV,Rajasthan,01-04-30
732,2200000973,NTPC RENEWABLE ENERGY LIMITED,NR,Solar,100,100,Barmer-II,Rajasthan,30-06-30
733,2200000767,SPRNG ENERGY PRIVATE LIMITED,SR,Wind,100,100,Bidar PS,Karnataka,30-06-30
734,2200000850,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,300,300,Jalore,Rajasthan,30-06-30
735,2200000886,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,100,100,Jalore,Rajasthan,30-06-30
736,2200000887,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,200,200,Jalore,Rajasthan,30-06-30
737,2200000888,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,200,200,Jalore,Rajasthan,30-06-30
738,2200000889,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,100,100,Jalore,Rajasthan,30-06-30
739,2200000890,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,100,100,Jalore,Rajasthan,30-06-30
740,2200001006,SPRNG VAAYU URJA PRIVATE LIMITED,NR,Solar,600,600,Jalore,Rajasthan,30-06-30
741,2200001161,SPRNG VAYU KIRAN PRIVATE LIMITED,WR,Solar,200,200,Raghanesda PS,Gujarat,30-06-30
742,2200000946,HR SARASWATI ENERGY PRIVATE LIMITED,NR,Solar,300,300,Sanchore,Rajasthan,30-06-30
743,2200001026,RENEW SOLAR POWER PRIVATE LIMITED,NR,Solar,200,200,Barmer-III,Rajasthan,30-09-30
744,2200001300,TEQ GREEN POWER IX PRIVATE LIMITED,NR,Solar,208.5,208,Barmer-III,Rajasthan,30-09-30
745,2200001352,AVAADA ENERGY PRIVATE LIMITED,NR,Solar,750,750,Barmer-III,Rajasthan,30-09-30
746,2200001366,ACME GAMMA URJA PRIVATE LIMITED,NR,Solar,350,350,Barmer-III,Rajasthan,30-09-30
747,2200001398,ENREN-IV ENERGY PRIVATE LIMITED,NR,Solar,300,300,Barmer-III,Rajasthan,30-09-30
748,2200001422,AVAADA ENERGY PRIVATE LIMITED,NR,Solar,800,800,Barmer-III,Rajasthan,30-09-30
