0,1,2,3,4,5,6,7,8,9
47,"St-II:1200002340 (250 MW) 
LTA:1200003122 (73.625 MW) 
(TSNPDCL)",NTPC Ltd.,NR,Solar,73.625,73,Bhadla-II,Rajasthan,30-11-25
48,"St-II:1200002501 (300 MW) 
LTA:1200003121 (88.35MW) (TSNPDCL)",NTPC Ltd.,NR,Solar,88.35,88,Bhadla-II,Rajasthan,30-11-25
49,"St-II:1200002359 (300 MW) 
LTA:1200003357 (300 MW)",ABC Solar (India) Private Limited,NR,Solar,300,300,Bhadla-II,Rajasthan,30-11-25
50,"St-II:1200002471 (300 MW) 
LTA:1200003505 (300 MW)",ACME Solar Holdings Private Limited,NR,Solar,300,300,Bhadla-II,Rajasthan,30-11-25
51,"St-II: 1200002401 (500 MW) 
LTA:1200003586 (267 MW)",Azure Power India Private Limited,NR,Solar,267,267,Bhadla-II,Rajasthan,30-11-25
52,"St-II: 1200002401 (500 MW) (233 out of 
500 MW) 1200002403(500 MW) (100",Azure Power India Private Limited,NR,Solar,333,333,Bhadla-II,Rajasthan,30-11-25
53,"St-II:1200002428 (500 MW) 
LTA:1200003685 (500 MW)",Adani Renewable Energy Holding Four Ltd.,NR,Solar,500,500,Bhadla-II,Rajasthan,30-11-25
54,"St-II:1200002403(500 MW) LTA: 
1200003843 (50 MW)",Azure Power India Private Limited,NR,Solar,50,50,Bhadla-II,Rajasthan,30-11-25
55,"St-II:1200002676 (100 MW) 
LTA:1200003882 (100 MW)",AMP Energy Green Private Limited,NR,Solar,100,100,Bhadla-II,Rajasthan,30-11-25
56,"St-II:1200003027 (110 MW) 
LTA:1200003583 (110 MW)",The Tata Power Company Limited,NR,Solar,110,110,Bikaner,Rajasthan,30-11-25
57,"St-II:1200002986 (300 MW) 
LTA:1200003933 (300 MW)",Ayana Renewable Power Three Private Limited,NR,Solar,300,300,Bikaner,Rajasthan,30-11-25
58,1200003115,Shikhar Surya (One) Private Limited,NR,Solar,70,70,Bikaner,Rajasthan,30-11-25
59,1200003301,ReNew Surya Ravi Pvt. Ltd.,NR,Solar,300,300,Bikaner,Rajasthan,30-11-25
60,"St-II:1200003683 (300 MW) 
LTA:1200003829 (300 MW",ACME Solar Holdings Private Limited,NR,Solar,300,300,Bikaner-II,Rajasthan,30-11-25
61,"St-II:1200003559(1000MW) 
LTA:1200003937(1000MW",SJVN Limited,NR,Solar,1000,1000,Bikaner-II,Rajasthan,30-11-25
62,"St-II:1200003626 (100 MW) 
LTA:412100004 (62 MW",Onevolt Energy Private Limited,NR,Solar,62,62,Bikaner-II,Rajasthan,30-11-25
63,"St-II:1200003915 (300 MW) 
LTA:412100006 (300MW)",NHPC Ltd.,NR,Solar,300,300,Bikaner-II,Rajasthan,30-11-25
64,"St-II:1200003740 (100 MW) LTA: 
0412100008 (100 MW)",Juniper Green Cosmic Private Limited,NR,Solar,100,100,Bikaner-II,Rajasthan,30-11-25
65,"St-II: 1200003625 (100 MW) LTA: 
SW…1544323119(62 MW)",Grian Energy Private Limited,NR,Solar,62,62,Bikaner-II,Rajasthan,30-11-25
66,"St-II:1200003380 (200 MW) 
LTA:1200003935 (200 MW)",Renew Dinkar Urja Pvt. Ltd.,NR,Solar,200,200,Bikaner-II,Rajasthan,30-11-25
67,"SW9999482858- M029_D001_A007- 
1671556542236",Amplus Ages Private Limited,NR,Solar,62,62,Bikaner-II,Rajasthan,30-11-25
68,412100025,Prerak Greentech Private Limited,NR,Solar,226,226,Bikaner-II,Rajasthan,30-11-25
69,1200003233,Juna Renewable Energy Pvt Ltd,NR,Solar,290,290,Bikaner-II,Rajasthan,30-11-25
70,1200003389,Juna Renewable Energy Pvt Ltd,NR,Solar,45,45,Bikaner-II,Rajasthan,30-11-25
71,412100014 (1200003838-St-II),"Serentica Renewables India Pvt. Ltd. (erstwhile Sterlite 
Power Technologies Private Limited)",NR,Solar,180,180,Bikaner-II,Rajasthan,30-11-25
72,"St-II:1200002339 (150 MW) 
LTA:1200003124 (44.17MW)(TSNPDCL)",NTPC Ltd.,NR,Solar,44.17,44,Fatehgarh-II,Rajasthan,30-11-25
73,"St-II:1200002497(90 MW) 
LTA:1200003248 (63.5 MW) (TSSPDCL",NTPC Ltd.,NR,Solar,63.5,63,Fatehgarh-II,Rajasthan,30-11-25
74,"St-II:1200002497 (90 MW) 
LTA:1200003314 (26.5 MW) (TSNPDCL)",NTPC Ltd.,NR,Solar,26.5,26,Fatehgarh-II,Rajasthan,30-11-25
75,"St-II:1200002430 (500 MW) 
LTA:1200003684 (500 MW)",Adani Renewable Energy Holding Four Limited,NR,Solar,500,500,Fatehgarh-II,Rajasthan,30-11-25
76,"St-II:1200002688 (300 MW) 
LTA:1200003947 (300 MW)",Eden Renewable Bercy Private Limited,NR,Solar,300,300,Fatehgarh-II,Rajasthan,30-11-25
77,"St-II:1200002628(400 MW) 
LTA:1200003269(400 MW",Renew Surya Roshni Private Limited,NR,Solar,400,400,"Fatehgarh-III (Sec-
I)",Rajasthan,30-11-25
78,"Connectivity Appl No.- 1200003497; LTA 
app no. 451100008 (120 MW) &",Azure Power India Pvt. Ltd.,SR,Wind,170,170,Gadag PS,Karnataka,30-11-25
79,LTA app no. 451100007,"Green Infra Wind
Connectivity Appl No.- 0451100007",SR,Wind,178.5,178,Gadag PS,Karnataka,30-11-25
80,LTA app no. 451100009,ReNew Naveen Urja Pvt. Ltd,SR,Wind,300,297,Gadag PS,Karnataka,30-11-25
81,0451100011,Serentica Renewables India Pvt. Ltd,SR,Hybrid (RHGS),132,80,Gadag PS,Karnataka,30-11-25
82,1200003761,Serentica Renewables India Pvt. Ltd,SR,Hybrid (RHGS),107,65,Gadag PS,Karnataka,30-11-25
83,1200003828,Serentica Renewables India Pvt. Ltd,SR,Hybrid (RHGS),66,40,Gadag PS,Karnataka,30-11-25
84,0451100010,Serentica Renewables India Pvt. Ltd,SR,Hybrid (RHGS),165,100,Gadag PS,Karnataka,30-11-25
85,0251100003,Green Infra Wind Energy Limited,SR,Wind,70,70,Gadag PS,Karnataka,30-11-25
86,0351100002,Green Infra Wind Energy Limited,SR,Wind,50,50,Gadag PS,Karnataka,30-11-25
87,"SW5958957243-M029_D001_A007-
1670310631002",Green Infra Wind Energy Limited,SR,Wind,1.5,1,Gadag PS,Karnataka,30-11-25
88,0251100011,Zenataris Renewable Energy Pvt. Ltd.,SR,Wind,66,66,Hiriyur,Karnataka,30-11-25
89,2200000061,"ZENATARIS RENEWABLE ENERGY PRIVATE
LIMITED",SR,Wind,171.6,171,Hiriyur,Karnataka,30-11-25
90,"LTA app no. 1200003533 (170 MW)
Connectivity Appl No.-1200002868","JSW Renew Energy
Connectivity Appl No.-1200002868",SR,Wind,170,170,Karur PS,Tamil Nadu,30-11-25
