0,1,2,3,4,5,6,7,8,9
470,2200000843,SAEL INDUSTRIES LIMITED,SR,Solar,300,250,Kurnool-IV PS,Andhra Pradesh 25-03-27,
471,2200000844,SAEL INDUSTRIES LIMITED,SR,Solar,300,300,Kurnool-IV PS,Andhra Pradesh 25-03-27,
472,2200000919,TATA POWER RENEWABLE ENERGY LIMITED,SR,Solar,400,400,Kurnool-IV PS,Andhra Pradesh 25-03-27,
473,2200000931,"GENTARI RENEWABLES INDIA CASTOR ONE
PRIVATE LIMITED",SR,Wind,230,230,Kurnool-IV PS,Andhra Pradesh 25-03-27,
474,2200000713,AMPLUS CENEDUS SOLAR PRIVATE LIMITED,SR,Wind,350,350,Anantapur PS,Andhra Pradesh 28-03-27,
475,2200000733,INDOSOL SOLAR PRIVATE LIMITED,SR,Solar,800,800,Kurnool-III PS,Andhra Pradesh 28-03-27,
476,2200000735,INDOSOL SOLAR PRIVATE LIMITED,SR,Solar,900,900,Kurnool-III PS,Andhra Pradesh 28-03-27,
477,2200001003,ACME SOLAR HOLDINGS PRIVATE LIMITED,SR,Solar,500,500,Anantapur-II PS,Andhra Pradesh 31-03-27,
478,2200001074,JSW NEO ENERGY LIMITED,SR,Solar,500,500,Anantapur-II PS,Andhra Pradesh 31-03-27,
479,2200001077,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,SR,Hybrid (RHGS),432,300,Anantapur-II PS,Andhra Pradesh 31-03-27,
480,2200000305,JUNIPER GREEN ENERGY PRIVATE LIMITED,NR,Solar,300,300,Barmer-I,Rajasthan,31-03-27
481,2200000640,HERO SOLAR ENERGY PRIVATE LIMITED,SR,Hybrid (RHGS),"Total: 312 MW
Solar: 132 MW",250,Bidar PS,Karnataka,31-03-27
482,2200000285,"SUNSURE SOLARPARK FOURTEEN PRIVATE
LIMITED",NR,Solar,300,300,Bikaner-IV,Rajasthan,31-03-27
483,2200000292,RENEW VAYU ENERGY PRIVATE LIMITED,SR,Hybrid (RHGS),"300
Solar-200 MW
Wind-100 MW",300,Gadag-II PS,Karnataka,31-03-27
484,2200000229,AMP ENERGY GREEN PRIVATE LIMITED,SR,Hybrid (RHGS),"Solar: 85 MW
Wind:118.8",200,Kurnool-III PS,Andhra Pradesh 31-03-27,
485,2200000500,JUNIPER GREEN ENERGY PRIVATE LIMITED,WR,Wind,150,150,Lakadiya PS,Gujarat,31-03-27
486,2200000641,SERENTICA RENEWABLES INDIA PRIVATE LIMITED,WR,Hybrid (RHGS),"480
(240 MW: 
Wind 240 
MW: Solar)",200,Lakadiya PS,Gujarat,31-03-27
487,2200000720,GANEKO ONE ENERGY PRIVATE LIMITED,WR,Hybrid (RHGS),"Solar - 255 
MW, Wind - 
99 MW",300,"Mandsaur PS 
(Sec-I)","Madhya 
Pradesh",31-03-27
488,2200000798,ADYANT POWER PRIVATE LIMITED,WR,Hybrid (RHGS),200,200,"Mandsaur PS 
(Sec-I)","Madhya 
Pradesh",31-03-27
489,2200001301,NTPC RENEWABLE ENERGY LIMITED,WR,Solar,300,300,"Mandsaur PS 
(Sec-II)","Madhya 
Pradesh",31-03-27
490,2200000840,ACME SOLAR HOLDINGS PRIVATE LIMITED,NR,Solar,300,300,Merta-II,Rajasthan,31-03-27
491,2200000848,HEXA CLIMATE SOLUTIONS PRIVATE LIMITED,NR,Solar,300,300,Merta-II,Rajasthan,31-03-27
492,2200000728,AVAADA ENERGY PRIVATE LIMITED,WR,Solar,500,500,Neemuch PS,"Madhya 
Pradesh",31-03-27
493,2200000938,AVAADA ENERGY PRIVATE LIMITED,WR,Solar,500,470,Neemuch PS,"Madhya 
Pradesh",31-03-27
494,2200000617,JADE HYBREN PRIVATE LIMITED,WR,Solar,300,300,"Pachora PS (Sec-
II)","Madhya 
Pradesh",31-03-27
495,2200000817,AVAADA ENERGY PRIVATE LIMITED,WR,Hybrid (RHGS),334,334,"Pachora PS (Sec-
III)","Madhya 
Pradesh",31-03-27
496,2200000883,PURVAH GREEN POWER PRIVATE LIMITED,WR,Wind,297,297,"Pachora PS (Sec-
III)","Madhya 
Pradesh",31-03-27
497,2200000923,WAFT ENERGY PRIVATE LIMITED,WR,Wind,100,100,"Pachora PS (Sec-
III)","Madhya 
Pradesh",31-03-27
498,2200000956,AVAADA ENERGY PRIVATE LIMITED,WR,Solar,240,240,"Pachora PS (Sec-
III)","Madhya 
Pradesh",31-03-27
499,2200000995,OYSTER GREEN HYBRID THREE PRIVATE LIMITED,WR,Hybrid (RHGS),140,140,"Pachora PS (Sec-
III)","Madhya 
Pradesh",31-03-27
500,2200001061,JAGALURU SOLAR POWER PRIVATE LIMITED,SR,Solar,300,300,Tumkur-II PS,Karnataka,31-03-27
501,2200001124,NCL INDUSTRIES LTD,SR,Hybrid (RHGS),220,130,Tuticorin-II PS,Tamil Nadu,31-03-27
502,2200001996,INDIANOIL NTPC GREEN ENERGY PRIVATE LIMITED,SR,Solar,200,200,Tuticorin-II PS,Tamil Nadu,31-03-27
503,2200002003,VIVID SOLAIRE ENERGY PRIVATE LIMITED,SR,Wind,50,50,Tuticorin-II PS,Tamil Nadu,31-03-27
504,2200000872,PURVAH GREEN POWER PRIVATE LIMITED,SR,Wind,349.8,349,Anantapur-II PS,Andhra Pradesh 01-04-27,
