0,1,2,3,4,5,6,7,8,9
443,2200000429,TEQ GREEN POWER XVI PRIVATE LIMITED,SR,Wind,175,175,Bijapur PS,Karnataka,17-01-27
444,2200000447,TATA POWER RENEWABLE ENERGY LIMITED,SR,Wind,50.4,50,Bijapur PS,Karnataka,17-01-27
445,2200000584,"UPC RENEWABLES INDIA MANAGEMENT PRIVATE 
LIMITED",SR,Wind,160,160,Bijapur PS,Karnataka,17-01-27
446,2200000687,EG SOLWIN RENEWABLES PRIVATE LIMITED,SR,Wind,100,100,Bijapur PS,Karnataka,17-01-27
447,2200000045,TATA POWER RENEWABLE ENERGY LIMITED,SR,Solar,500,400,Gadag-II PS,Karnataka,17-01-27
448,2200000199,AVAADA ENERGY PRIVATE LIMITED,SR,Wind,50,50,Gadag-II PS,Karnataka,17-01-27
449,2200000385,AVAADA ENERGY PRIVATE LIMITED,SR,Solar,250,250,Gadag-II PS,Karnataka,17-01-27
450,2200000434,NTPC RENEWABLE ENERGY LIMITED,SR,Wind,350,350,Gadag-II PS,Karnataka,17-01-27
451,2200001214,ADYANT ENERSOL PRIVATE LIMITED,WR,Hybrid (RHGS),164,164,"Mandsaur PS 
(Sec-I)","Madhya 
Pradesh",31-01-27
452,2200001192,WAAREE RENEWABLE TECHNOLOGIES LIMITED,WR,Solar,300,300,"Mandsaur PS 
(Sec-II)","Madhya 
Pradesh",31-01-27
453,2200001289,ACME SOLAR HOLDINGS LIMITED,WR,Solar,200,200,"Mandsaur PS 
(Sec-II)","Madhya 
Pradesh",31-01-27
454,2200000419,FURIES SOLREN PRIVATE LIMITED,NR,Solar,300,300,Bikaner-IV,Rajasthan,05-02-27
