0,1,2,3,4,5,6,7,8,9
116,2200000197,SPRNG AKSHAYA URJA PRIVATE LIMITED,SR,Wind,52.8,52,Pugalur,Tamil Nadu,30-11-25
117,1200002271,NTPC Ltd. (Ramagundam FSP),SR,Solar,100,100,Ramagundam,Andhra Pradesh 30-11-25,
118,1200002272,NTPC Ltd. (Simhadri FSP),SR,Solar,25,25,Simhadri,Andhra Pradesh 30-11-25,
119,2200001115,JSW RENEW ENERGY TWELVE LIMITED,SR,Hybrid (RHGS),175,140,Tuticorin-II PS,Tamil Nadu,23-12-25
120,2200001120,JSW GREEN ENERGY ONE LIMITED,SR,Solar,50,40,Tuticorin-II PS,Tamil Nadu,23-12-25
121,2200000438,JSP GREEN WIND 1 PRIVATE LIMITED,SR,Wind,300,300,Karur PS,Tamil Nadu,25-12-25
122,1200003772,Shikhar Surya (One) Private Limited,NR,Solar,105,105,Bikaner,Rajasthan,27-12-25
123,312100003,Shikhar Surya (One) Private Limited,NR,Solar,125,125,Bikaner,Rajasthan,27-12-25
124,1200003582,TP Saurya Limited,NR,Solar,300,300,Bikaner-II,Rajasthan,27-12-25
125,1200003624,Amplus Ages Private Limited,NR,Solar,38,38,Bikaner-II,Rajasthan,27-12-25
126,1200003625,Grian Energy Private Limited,NR,Solar,38,38,Bikaner-II,Rajasthan,27-12-25
127,1200003626,Onevolt Energy Private Limited,NR,Solar,38,38,Bikaner-II,Rajasthan,27-12-25
128,1200003390,Khidrat Renewable Energy Private Limited,NR,Solar,300,300,Bikaner-II,Rajasthan,27-12-25
129,1200003893,Litsolaire Energy Private Limited,NR,Solar,100,100,Bikaner-II,Rajasthan,27-12-25
130,1200003785,ALF Solar Amarsar Private Limited,NR,Solar,400,400,Bikaner-II,Rajasthan,27-12-25
131,1200003831 (Enh.),ALF Solar Amarsar Private Limited,NR,Solar,150,150,Bikaner-II,Rajasthan,27-12-25
132,1200003628,"Serentica Renewables India Pvt. Ltd. (erstwhile Sterlite 
Power Technologies Private Limited)",NR,Solar,100,100,Bikaner-II,Rajasthan,27-12-25
133,1200003838,"Serentica Renewables India Pvt. Ltd. (erstwhile Sterlite 
Power Technologies Private Limited)",NR,Solar,120,120,Bikaner-II,Rajasthan,27-12-25
134,1200003623,Juniper Nirjara Energy Private Limited,NR,Solar,50,50,Bikaner-II,Rajasthan,27-12-25
135,1200003770,Prerak Greentech Private Limited,NR,Solar,114,114,Bikaner-II,Rajasthan,27-12-25
136,1200003839,Prerak Greentech Private Limited,NR,Solar,60,60,Bikaner-II,Rajasthan,27-12-25
137,0251100010,Green Infra Wind Energy Ltd.,SR,Wind,300,300,Gadag-II PS,Karnataka,27-12-25
138,0251100006,TP Saurya Ltd.,SR,Wind,200,200,Gadag-II PS,Karnataka,27-12-25
139,0251100012,Tata Power Renewable Energy Ltd.,SR,Wind,170,170,Gadag-II PS,Karnataka,27-12-25
140,0351100009,Tata Power Renewable Energy Ltd.,SR,Wind,170,170,Gadag-II PS,Karnataka,27-12-25
141,2200000088,GREENKO KA01 IREP PRIVATE LIMITED,SR,Pump Storage,640,640,Gadag-II PS,Karnataka,27-12-25
142,0251100021,Tata Power Renewable Energy Ltd.,SR,Wind,300,300,Koppal-II PS,Karnataka,27-12-25
143,0251100013,TATA Power Renewable Energy Ltd.,SR,Wind,85,85,Koppal-II PS,Karnataka,27-12-25
144,0351100008,TATA Power Renewable Energy Ltd.,SR,Wind,85,85,Koppal-II PS,Karnataka,27-12-25
145,2200000058,TORRENT SAURYA URJA 2 PRIVATE LIMITED,SR,Wind,300,300,Koppal-II PS,Karnataka,27-12-25
146,2200000141,ABREL (RJ) PROJECTS LIMITED,SR,Wind,184,184,Koppal-II PS,Karnataka,27-12-25
147,2200000126,VEH GREEN ENERGY PRIVATE LIMITED,SR,Wind,153.6,153,Koppal-II PS,Karnataka,27-12-25
148,2200000388,FIRST ENERGY PRIVATE LIMITED,SR,Solar,100,100,NP Kunta PS,Andhra Pradesh 30-12-25,
149,1200003815,Ircon Renewable Power Ltd.,SR,Solar,500,500,Pavagada PS,Karnataka,30-12-25
150,2200000057,SOLAR ENERGY CORPORATION OF INDIA LIMITED,SR,Solar,100,100,Pavagada PS,Karnataka,30-12-25
151,"St-II:1200002699 (400 MW) 
LTA:1200003096 (400 MW)",ABC Renewable Energy Pvt. Ltd.,NR,Solar,400,400,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
152,"St-II:1200003813 (100 MW) 
LTA:1200003879 (100 MW)",ReNew Dinkar Jyoti Private Limited,NR,Solar,100,100,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
153,"St-II:1200002700 (300 MW) 
LTA:1200003931 (300 MW",IB Vogt Solar Seven Private Limited,NR,Solar,300,300,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
154,"St-II:1200002847 (400 MW) 
LTA:412100007 (200 MW)",XL Xergi Power Pvt. Ltd.,NR,Solar,200,200,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
155,1200003502,Khaba Renewable Energy Private Limited,NR,Solar,250,250,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
156,1200002746,ReNew Surya Jyoti Private Limited,NR,Solar,210,210,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
157,1200002778,RENEW SURYA PRATAP PRIVATE LIMITED,NR,Solar,210,200,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
158,1200003447,ReNew Solar (Shakti Three) Private Limited,NR,Solar,300,300,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
159,1200003488,ReNew Solar (Shakti Five) Private Limited,NR,Solar,200,200,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
160,1200003496,ReNew Solar (Shakti Five) Private Limited,NR,Solar,100,100,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
161,1200003504,ReNew Samir Shakti Private Limited,NR,Solar,100,100,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
162,1200003514 (Enh. St-II),ReNew Samir Shakti Private Limited,NR,Solar,100,100,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
163,1200003562 (Enh. St-II),ReNew Samir Shakti Private Limited,NR,Solar,100,100,"Fatehgarh-III (Sec-
II)",Rajasthan,31-12-25
